,index,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers,name_year,Date,Name,Year,Letterboxd URI,my_rating
871,871,7.1,81961,Audition,1999,ja,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.",250000.0,"['Horror', ' Drama']",1999-10-06,359853.0,115.0,['ja'],7.084,1201.0,"['Omega Project', ' Basara Pictures', ' Creators Company Connection']",['JP'],1,Takashi Miike,,Audition 1999,2021-10-10,Audition,1999.0,https://boxd.it/1UHm,10.0
872,872,8.1,264121,Before Sunset,2004,en,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",2700000.0,"['Drama', ' Romance']",2004-02-10,15992615.0,80.0,"['en', ' fr']",7.822,2775.0,"['Castle Rock Entertainment', ' Warner Independent Pictures (WIP)', ' Detour Filmproduction']",['US'],1,Richard Linklater,,Before Sunset 2004,2021-06-13,Before Sunset,2004.0,https://boxd.it/2bcg,7.0
873,873,8.2,582257,L.A. Confidential,1997,en,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,35000000.0,"['Crime', ' Drama', ' Mystery', ' Thriller']",1997-09-19,126216940.0,138.0,['en'],7.78,4074.0,"['Warner Bros. Pictures', ' Regency Enterprises', ' The Wolper Organization']",['US'],1,Curtis Hanson,,L.A. Confidential 1997,2021-12-29,L.A. Confidential,1997.0,https://boxd.it/27oC,9.0
874,874,7.3,61908,Shallow Grave,1994,en,"When accountant David, doctor Juliet and journalist Alex are searching for a fourth roommate for their trendy flat, they settle on the aloof Hugo. However, they soon find Hugo dead of a drug overdose, beside a large sum of cash. After some deliberation, the three others decide to keep the money and to dismember and bury Hugo's body. Soon, each roommate starts thinking about keeping all the money by scamming the others.",0.0,"['Crime', ' Thriller']",1994-12-22,0.0,93.0,['en'],7.012,813.0,"['Channel Four Films', ' Figment Films', ' The Glasgow Film Fund', ' PolyGram Filmed Entertainment']",['GB'],1,Danny Boyle,John Hodge,Shallow Grave 1994,2021-06-14,Shallow Grave,1994.0,https://boxd.it/1XyW,8.0
875,875,7.3,182835,Layer Cake,2004,en,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",6500000.0,"['Drama', ' Thriller', ' Crime']",2004-09-30,11850214.0,105.0,"['en', ' ro']",6.941,1690.0,['Marv Films'],['GB'],1,Matthew Vaughn,J.J. Connolly,Layer Cake 2004,2021-09-09,Layer Cake,2004.0,https://boxd.it/23LC,8.0
876,876,7.7,396263,The Game,1997,en,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",50000000.0,"['Drama', ' Thriller', ' Mystery']",1997-09-12,109423648.0,129.0,"['cn', ' de', ' en']",7.552,5391.0,"['Propaganda Films', ' PolyGram Filmed Entertainment']",['US'],1,David Fincher,,The Game 1997,2021-09-09,The Game,1997.0,https://boxd.it/26vC,8.0
877,877,6.8,326075,Annihilation,2018,en,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",40000000.0,"['Science Fiction', ' Horror']",2018-02-22,43070915.0,115.0,['en'],6.379,7435.0,"['Paramount', ' Scott Rudin Productions', ' DNA Films', ' Skydance Media']","['GB', ' US']",1,Alex Garland,,Annihilation 2018,2021-06-19,Annihilation,2018.0,https://boxd.it/9yzm,2.0
878,878,8.0,12183,Metal: A Headbanger's Journey,2005,en,"The film discusses the traits and originators of some of metal's many subgenres, including the New Wave of British Heavy Metal, power metal, Nu metal, glam metal, thrash metal, black metal, and death metal. Dunn uses a family-tree-type flowchart to document some of the most popular metal subgenres. The film also explores various aspects of heavy metal culture.",0.0,"['Documentary', ' Music']",2005-09-14,0.0,91.0,['en'],7.578,129.0,"['Banger Productions', ' Chum Television', ' 235 Films', ' Seville Pictures']","['CA', ' US']",1,,,Metal: A Headbanger's Journey 2005,,,,,
879,879,7.0,6325,Until the Light Takes Us,2008,en,"Chronicles the history, ideology and aesthetic of Norwegian black metal, a musical subculture infamous as much for a series of murders and church arsons as it is for its unique musical and visual aesthetics. This is the first film to truly shed light on a movement that has heretofore been shrouded by rumor and obscured by inaccurate and shallow depictions. Featuring exclusive interviews with the musicians themselves, Until the Light Takes Us explores every aspect of the controversial movement that has captured the attention of the world.",0.0,"['Documentary', ' Music']",2008-10-31,0.0,93.0,"['no', ' en']",6.681,83.0,"['Artists Public Domain', ' The Group Entertainment', ' Field Pitures']",['US'],1,,,Until the Light Takes Us 2008,2022-09-27,Until the Light Takes Us,2008.0,https://boxd.it/1bho,6.0
880,880,7.4,316,Slave to the Grind,2018,en,"Grindcore is the worlds fastest most aggressively intense music. Fusing the anarchistic and leftist attitudes of the UK Punk scene with the speed and drunken aggression of American Death Metal, Grindcore continues to challenge and offend most listeners.",0.0,"['Music', ' Documentary']",2018-04-21,0.0,100.0,['en'],7.4,4.0,['Death By Digital Productions'],['CA'],1,Doug Robert Brown,,Slave to the Grind 2018,2021-09-07,Slave to the Grind,2018.0,https://boxd.it/fRpC,6.0
881,881,5.8,143612,Final Destination 3,2006,en,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",25000000.0,"['Horror', ' Mystery']",2006-02-09,118890272.0,93.0,['en'],6.069,3207.0,"['New Line Cinema', ' Zide-Perry Productions', ' Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', ' Hard Eight Pictures', ' Matinee Pictures', ' Practical Pictures']","['CA', ' DE', ' US']",1,James Wong,,Final Destination 3 2006,2021-06-29,Final Destination 3,2006.0,https://boxd.it/1Z40,6.0
882,882,6.4,239758,How to Lose a Guy in 10 Days,2003,en,"It’s the battle of wills, as Andie (Kate Hudson) needs to prove she can dump a guy in 10 days, whereas Ben (Matthew McConaughey) needs to prove he can win a girl in 10 days. Now, the clock is ticking - and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",50000000.0,"['Comedy', ' Romance']",2003-02-07,177502387.0,116.0,['en'],6.717,3200.0,['Paramount'],['US'],1,Donald Petrie,,How to Lose a Guy in 10 Days 2003,2021-07-03,How to Lose a Guy in 10 Days,2003.0,https://boxd.it/1XwG,6.0
883,883,6.2,81623,Fear Street: 1994,2021,en,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",0.0,"['Mystery', ' Horror', ' Fantasy']",2021-06-28,0.0,107.0,['en'],6.746,1742.0,['Chernin Entertainment'],['US'],1,Leigh Janiak,,Fear Street: 1994 2021,2022-01-06,Fear Street: 1994,2021.0,https://boxd.it/lLBk,6.0
884,884,6.1,39171,Uptown Girls,2003,en,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.",20000000.0,"['Family', ' Comedy', ' Drama']",2003-08-15,44617342.0,92.0,['en'],6.581,671.0,"['Metro-Goldwyn-Mayer', ' GreeneStreet Films']",['US'],1,Boaz Yakin,,Uptown Girls 2003,2021-07-05,Uptown Girls,2003.0,https://boxd.it/1N64,4.0
885,885,7.2,225828,A Quiet Place Part II,2020,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",61000000.0,"['Science Fiction', ' Thriller', ' Horror']",2021-05-21,297372261.0,97.0,['en'],7.56,4809.0,"['Paramount', ' Platinum Dunes', ' Sunday Night', ' Buffalo FilmWorks']",['US'],1,John Krasinski,,A Quiet Place Part II 2020,2021-07-05,A Quiet Place Part II,2020.0,https://boxd.it/iTx0,6.0
886,886,7.4,161603,Luca,2021,en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,200000000.0,"['Animation', ' Comedy', ' Family', ' Fantasy']",2021-06-17,49010641.0,95.0,"['en', ' it']",7.912,6819.0,"['Walt Disney Pictures', ' Pixar']",['US'],1,Enrico Casarosa,,Luca 2021,2021-07-05,Luca,2021.0,https://boxd.it/ipjC,6.0
887,887,8.6,48862,Bo Burnham: Inside,2021,en,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",0.0,"['Comedy', ' Drama']",2021-07-22,0.0,87.0,['en'],8.242,287.0,['Attic Bedroom'],['US'],1,Bo Burnham,Bo Burnham,Bo Burnham: Inside 2021,2022-09-27,Bo Burnham: Inside,2021.0,https://boxd.it/v2uy,6.0
888,888,6.3,100530,Hustlers,2019,en,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,20000000.0,"['Drama', ' Comedy', ' Crime']",2019-09-12,157600000.0,110.0,"['en', ' es', ' ru']",6.493,2608.0,"['Nuyorican Productions', ' Annapurna Pictures', ' STX Entertainment', ' Gloria Sanchez Productions']",['US'],1,Lorene Scafaria,,Hustlers 2019,2021-07-11,Hustlers,2019.0,https://boxd.it/jIBM,7.0
889,889,6.7,64430,Fear Street: 1978,2021,en,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",0.0,"['Mystery', ' Horror', ' Fantasy']",2021-07-08,0.0,110.0,['en'],7.263,1436.0,['Chernin Entertainment'],['US'],1,Leigh Janiak,,Fear Street: 1978 2021,2022-01-06,Fear Street: 1978,2021.0,https://boxd.it/lLBu,4.0
890,890,6.6,53540,Fear Street: 1666,2021,en,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",0.0,"['Mystery', ' Horror']",2021-07-14,0.0,114.0,['en'],7.243,1280.0,['Chernin Entertainment'],['US'],1,Leigh Janiak,,Fear Street: 1666 2021,2022-01-06,Fear Street: 1666,2021.0,https://boxd.it/lLBE,2.0
891,891,6.4,219133,Legally Blonde,2001,en,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",18000000.0,"['Comedy', ' Romance']",2001-07-13,141774679.0,96.0,['en'],6.722,3281.0,"['Metro-Goldwyn-Mayer', ' Marc Platt Productions']",['US'],1,Robert Luketic,,Legally Blonde 2001,2021-07-19,Legally Blonde,2001.0,https://boxd.it/1ZNa,6.0
892,892,7.2,9570,Sound of Noise,2010,sv,A tone-deaf cop works to track down a group of guerilla percussionists whose anarchic public performances are terrorizing the city.,4466000.0,"['Comedy', ' Crime']",2010-12-25,0.0,102.0,"['en', ' sv']",7.4,122.0,"['Canal+', ' Det Danske Filminstitut', ' Nordisk Film', ' MEDIA Programme of the European Union', ' Wild Bunch', ' Svenska Filminstitutet', ' Film i Väst', ' SVT', ' Nordisk Film & TV Fond', ' Cinémage 3', ' Film i Skåne', ' The Swedish Arts Grants Committee', ' dfm Fiktion', ' Bliss', ' Touscoprod', ' Kostr-Film']","['FR', ' SE']",1,,,Sound of Noise 2010,2022-09-27,Sound of Noise,2010.0,https://boxd.it/Izo,7.0
893,893,7.9,58115,Battleship Potemkin,1925,ru,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",0.0,"['Drama', ' History']",1925-12-24,45100.0,75.0,['xx'],7.6,928.0,"['Mosfilm', ' Goskino USSR']",['SU'],1,Sergei Eisenstein,,Battleship Potemkin 1925,2021-07-25,Battleship Potemkin,1925.0,https://boxd.it/29Vo,10.0
894,894,8.1,15363,Where Is My Friend's House?,1987,fa,"An 8 year old boy must return his friend's notebook he took by mistake, lest his friend be punished by expulsion from school.",0.0,"['Drama', ' Family']",1987-07-01,0.0,83.0,['fa'],7.903,231.0,"['Kanoon', ' Farabi Cinema']",['IR'],1,Abbas Kiarostami,Abbas Kiarostami,Where Is My Friend's House? 1987,2022-01-05,Where Is My Friend's House?,1987.0,https://boxd.it/ELg,7.0
895,895,6.9,7438,La Chinoise,1967,fr,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.",0.0,"['Comedy', ' Drama']",1967-08-30,30857.0,96.0,['fr'],6.945,165.0,"['Anouchka Films', ' Parc Film', ' Les Productions de la Guéville', ' Simar Films', ' Athos Films']",['FR'],1,Jean-Luc Godard,Jean-Luc Godard,La Chinoise 1967,2021-07-27,La Chinoise,1967.0,https://boxd.it/28rC,10.0
896,896,7.6,489728,The Butterfly Effect,2004,en,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",13000000.0,"['Science Fiction', ' Thriller']",2004-01-17,96060858.0,113.0,['en'],7.541,6379.0,"['New Line Cinema', ' FilmEngine', ' Katalyst Films', ' BenderSpink']","['CA', ' US']",1,,,The Butterfly Effect 2004,2021-07-28,The Butterfly Effect,2004.0,https://boxd.it/27M0,4.0
897,897,8.1,173837,La Haine,1995,fr,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",2600000.0,['Drama'],1995-05-31,15300000.0,98.0,['fr'],8.082,3202.0,"['Canal+', ' StudioCanal', ' Les Productions Lazennec', ' La Sept Cinéma', ' Kasso Productions']",['FR'],1,Mathieu Kassovitz,Mathieu Kassovitz,La Haine 1995,2021-07-28,La Haine,1995.0,https://boxd.it/2as8,7.0
898,898,7.9,32380,Vivre Sa Vie,1962,fr,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,64000.0,['Drama'],1962-08-28,24517.0,84.0,['fr'],7.827,509.0,"['Pathé Consortium Cinéma', ' Les Films de la Pléiade']",['FR'],1,Jean-Luc Godard,,Vivre Sa Vie 1962,2021-11-21,Vivre Sa Vie,1962.0,https://boxd.it/28s6,6.0
899,899,7.7,50949,Hard Boiled,1992,cn,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,4500000.0,"['Action', ' Thriller', ' Crime']",1992-04-16,0.0,126.0,"['cn', ' zh', ' en']",7.6,603.0,"['Milestone Productions', ' Golden Princess Film Production Limited']",['HK'],1,John Woo,,Hard Boiled 1992,2022-09-27,Hard Boiled,1992.0,https://boxd.it/1T6a,8.0
900,900,6.8,1483,Dead Pigs,2018,zh,"A pig farmer, a busboy, a salon owner, an expat architect and a jaded rich girl cross paths as thousands of dead pigs float down the Yangtze River toward Shanghai.",0.0,"['Comedy', ' Drama']",2018-01-19,0.0,122.0,"['en', ' zh']",6.939,49.0,"['Seesaw Entertainment', ' Beijing Culture']","['CN', ' US']",1,Cathy Yan,Cathy Yan,Dead Pigs 2018,2021-07-29,Dead Pigs,2018.0,https://boxd.it/hHEQ,7.0
901,901,8.5,569954,Casablanca,1942,en,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",878000.0,"['Drama', ' Romance']",1942-11-26,10462500.0,102.0,"['de', ' fr', ' it', ' en']",8.168,4446.0,['Warner Bros. Pictures'],['US'],1,Michael Curtiz,,Casablanca 1942,2021-07-29,Casablanca,1942.0,https://boxd.it/2aG0,10.0
902,902,7.4,50337,American Splendor,2003,en,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,2000000.0,"['Comedy', ' Drama']",2003-08-15,6003587.0,101.0,['en'],7.185,363.0,,['US'],1,,,American Splendor 2003,2022-01-05,American Splendor,2003.0,https://boxd.it/26kE,6.0
903,903,7.1,8344,Why Don't You Play in Hell?,2013,ja,"In Japan, gonzo filmmakers hatch a three-pronged plan to save an actress's career, end a yakuza war and make a hit movie.",0.0,"['Drama', ' Action', ' Comedy']",2013-09-14,0.0,130.0,['ja'],7.436,227.0,"['King Record Co.', ' T-JOY', ' GANSIS', ' KH Capital', ' BizAsset']",['JP'],1,Sion Sono,Sion Sono,Why Don't You Play in Hell? 2013,2021-07-30,Why Don't You Play in Hell?,2013.0,https://boxd.it/4lnC,9.0
904,904,6.8,5368,Guilty of Romance,2011,ja,A detective probes the brutal murder of a woman in a red light district while a housewife hides her double life as a prostitute from her husband.,0.0,"['Drama', ' Thriller', ' Horror', ' Mystery']",2011-01-21,0.0,145.0,['ja'],6.973,166.0,"['Nikkatsu Corporation', ' Django Films']",['JP'],1,Sion Sono,,Guilty of Romance 2011,2021-07-30,Guilty of Romance,2011.0,https://boxd.it/2OAQ,9.0
905,905,7.1,13278,Cold Fish,2010,ja,Shamoto runs a small tropical fish shop. When his daughter Mitsuko is caught shoplifting at a grocery store a man named Murata steps in to settle things between the girl and the store manager. Murata also runs a tropical fish shop and he and Shamoto soon become friendly. However Murata hides many dark secrets behind his friendly face.,0.0,"['Drama', ' Thriller', ' Crime', ' Horror']",2010-06-04,0.0,144.0,['ja'],6.848,257.0,"['Nikkatsu Corporation', ' Stairway', ' Sushi Typhoon']",['JP'],1,Sion Sono,,Cold Fish 2010,2022-09-27,Cold Fish,2010.0,https://boxd.it/2dxK,8.0
906,906,6.0,354,Suicide Club,2001,en,"A man joins a secret club for those who are seeking to end their lives, only to rediscover his will to live upon meeting the club's only female member.",0.0,['Drama'],2000-01-01,0.0,89.0,"['en', ' ru']",5.7,3.0,,['US'],1,Rachel Samuels,,Suicide Club 2001,2021-07-31,Suicide Club,2001.0,https://boxd.it/1RkY,5.0
907,907,6.9,52336,Naked Lunch,1991,en,"Blank-faced bug killer Bill Lee and his dead-eyed wife, Joan, like to get high on Bill's pest poisons while lounging with Beat poet pals. After meeting the devilish Dr. Benway, Bill gets a drug made from a centipede. Upon indulging, he accidentally kills Joan, takes orders from his typewriter-turned-cockroach, ends up in a constantly mutating Mediterranean city and learns that his hip friends have published his work -- which he doesn't remember writing.",16000000.0,"['Crime', ' Drama']",1991-12-27,0.0,115.0,"['ar', ' en']",7.042,834.0,"['Téléfilm Canada', ' Film Trustees Ltd.', ' Naked Lunch Productions', ' Recorded Picture Company', ' Ontario Film Development Corporation', ' Nippon Film Development and Finance', ' Pierson', ' Heldring & Pierson N.V.']","['CA', ' JP', ' GB']",1,David Cronenberg,,Naked Lunch 1991,2021-07-31,Naked Lunch,1991.0,https://boxd.it/26ow,8.0
908,908,7.6,70087,After Hours,1985,en,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,4500000.0,"['Comedy', ' Thriller', ' Drama']",1985-09-13,10609321.0,97.0,['en'],7.496,1116.0,"['Warner Bros. Pictures', ' Geffen Pictures', ' Double Play']",['US'],1,Martin Scorsese,Joseph Minion,After Hours 1985,2021-08-01,After Hours,1985.0,https://boxd.it/1VfS,6.0
909,909,7.4,15503,Masculin Féminin,1966,fr,"Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",0.0,"['Drama', ' Romance']",1966-03-22,0.0,105.0,"['en', ' fr', ' sv']",7.368,291.0,"['Sandrews', ' Argos Films', ' SF Studios', ' Anouchka Films']","['SE', ' FR']",1,Jean-Luc Godard,,Masculin Féminin 1966,2021-08-01,Masculin Féminin,1966.0,https://boxd.it/23UY,6.0
910,910,7.2,88363,Gosford Park,2001,en,"In 1930’s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",19800000.0,"['Drama', ' Mystery', ' Thriller']",2001-11-07,87754044.0,137.0,['en'],6.87,902.0,"['Medusa Film', ' Sandcastle 5', ' Chicagofilms']","['IT', ' US']",1,Robert Altman,,Gosford Park 2001,2021-08-01,Gosford Park,2001.0,https://boxd.it/239e,5.0
911,911,8.0,82290,Chungking Express,1994,cn,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",160000.0,"['Drama', ' Comedy', ' Romance']",1994-07-14,0.0,103.0,"['ja', ' hi', ' en', ' pa', ' zh', ' cn']",8.0,1299.0,['Jet Tone Production'],['HK'],1,Kar-Wai Wong,Kar-Wai Wong,Chungking Express 1994,2021-08-02,Chungking Express,1994.0,https://boxd.it/1UDa,9.0
912,912,7.9,158728,Before Midnight,2013,en,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. Now, live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",3000000.0,"['Romance', ' Drama']",2013-04-05,11176469.0,109.0,"['en', ' el', ' fr']",7.5,1943.0,"['Castle Rock Entertainment', ' Detour Filmproduction', ' Faliro House Productions', ' Venture Forth']","['GR', ' US']",1,Richard Linklater,,Before Midnight 2013,2021-08-02,Before Midnight,2013.0,https://boxd.it/4ive,8.0
913,913,7.1,21794,Shiva Baby,2020,en,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",250000.0,"['Comedy', ' Drama']",2021-04-02,31014.0,78.0,"['en', ' he']",7.144,331.0,"['Thick Media', ' Irving Harvey', ' Neon Heart Productions', ' Bad Mensch Productions', ' Dimbo Pictures', "" It Doesn't Suck Productions""]",['US'],1,Emma Seligman,Emma Seligman,Shiva Baby 2020,2022-01-03,Shiva Baby,2020.0,https://boxd.it/oIv0,6.0
914,914,7.5,65060,The Piano Teacher,2001,fr,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",3000000.0,"['Drama', ' Romance']",2001-09-05,9801375.0,131.0,"['fr', ' de']",7.347,867.0,"['ARTE France Cinéma', ' Canal+', ' BR', ' ARTE', ' CNC', ' Bavaria Film International']","['AT', ' FR', ' DE']",1,Michael Haneke,,The Piano Teacher 2001,2021-08-03,The Piano Teacher,2001.0,https://boxd.it/2886,8.0
915,915,8.0,25235,Winter Light,1963,sv,"A Swedish pastor fails a loving woman, a suicidal fisherman and God.",0.0,['Drama'],1963-02-11,0.0,80.0,['sv'],7.9,336.0,['SF Studios'],['SE'],1,Ingmar Bergman,Ingmar Bergman,Winter Light 1963,2021-09-07,Winter Light,1963.0,https://boxd.it/1nrU,7.0
916,916,7.2,3484,On the Silver Globe,1988,pl,"A small group of cosmic explorers, including a woman, leaves Earth to start a new civilization. They do not realize that within themselves they carry the end of their own dream. They die one by one, while their children revert to a primitive native culture, creating new myths and a new god.",0.0,"['Science Fiction', ' Adventure', ' Fantasy', ' Drama']",1988-10-09,0.0,165.0,['pl'],7.9,90.0,"['Zespól Filmowy ""Kadr""', ' Studio Filmowe Kadr']",['PL'],1,Andrzej Zulawski,,On the Silver Globe 1988,2021-08-04,On the Silver Globe,1988.0,https://boxd.it/1sAM,10.0
917,917,7.2,347249,The Suicide Squad,2021,en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",185000000.0,"['Action', ' Comedy', ' Adventure']",2021-07-28,168657565.0,132.0,"['en', ' fr', ' es']",7.616,6719.0,"['Warner Bros. Pictures', ' Atlas Entertainment', ' The Safran Company', ' DC Films']",['US'],1,James Gunn,James Gunn,The Suicide Squad 2021,2022-09-28,The Suicide Squad,2021.0,https://boxd.it/fw6O,6.0
918,918,7.3,80782,Caché,2005,fr,A married couple is terrorized by a series of videotapes planted on their front porch.,8731048.0,"['Mystery', ' Drama', ' Thriller']",2005-10-05,36000000.0,117.0,['fr'],7.055,854.0,"['WDR', ' ARTE France Cinéma', ' Canal+', ' Les Films du Losange', ' wega film vienna', ' BIM Distribuzione', ' CNC', ' Filmstiftung Nordrhein-Westfalen', ' France 3 Cinéma', ' StudioCanal', ' Eurimages', ' Bavaria Film', ' ORF', ' Filmfonds Wien', ' OFI']","['AT', ' FR', ' DE', ' IT']",1,Michael Haneke,Michael Haneke,Caché 2005,2021-08-08,Caché,2005.0,https://boxd.it/2amY,6.0
919,919,6.5,98010,Funny Games,2007,en,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",15000000.0,"['Drama', ' Horror', ' Thriller']",2008-03-14,7938872.0,111.0,['en'],6.573,1722.0,"['Tartan', ' Lucky Red', ' Celluloid Dreams', ' X Filme International', ' Belladonna Productions', ' Halcyon Pictures', ' Warner Independent Pictures (WIP)', ' Kinematograf']","['AT', ' FR', ' DE', ' IT', ' GB', ' US']",1,Michael Haneke,Michael Haneke,Funny Games 2007,2021-08-08,Funny Games,2007.0,https://boxd.it/207a,8.0
920,920,7.5,80571,Midnight Express,1978,en,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",2300000.0,"['Drama', ' Crime']",1978-08-31,35000000.0,121.0,"['en', ' fr', ' mt', ' tr']",7.549,1379.0,"['Columbia Pictures', ' Casablanca Filmworks']","['GB', ' US']",1,Alan Parker,,Midnight Express 1978,2021-08-14,Midnight Express,1978.0,https://boxd.it/1U7I,8.0
921,921,6.0,48201,The Lodge,2019,en,"When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past.",0.0,"['Drama', ' Horror', ' Thriller']",2020-01-16,2679585.0,108.0,['en'],6.1,956.0,"['Hammer Film Productions', ' FilmNation Entertainment']","['CA', ' GB', ' US']",1,,,The Lodge 2019,2021-08-23,The Lodge,2019.0,https://boxd.it/h2c2,7.0
922,922,7.2,105187,Heathers,1988,en,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",3000000.0,"['Comedy', ' Crime']",1989-03-31,1108462.0,103.0,['en'],7.326,1372.0,"['New World Pictures', ' Cinemarque Entertainment']",['US'],1,Michael Lehmann,Daniel Waters,Heathers 1988,2021-08-23,Heathers,1988.0,https://boxd.it/26x4,4.0
923,923,6.8,78274,What If,2013,en,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",11000000.0,"['Drama', ' Comedy', ' Romance']",2013-09-07,7847000.0,93.0,['en'],6.712,1742.0,"['Fastnet Films', ' Caramel Films', ' No Trace Camping']","['CA', ' IE']",1,Michael Dowse,,What If 2013,2021-08-23,What If,2013.0,https://boxd.it/6ljk,6.0
